"model","scenario","region","unit","variable","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Income Inequality Model (2019)","SSP2","Tanzania","","Gini Income Inequality Coefficient",43.452,43.1,42.976,42.82,42.574,42.387,41.949,41.134,40.196,39.29,38.102,36.892,35.612,34.542,33.672,32.898,32.068,31.539
"Income Inequality Model (2019)","SSP2","Thailand","","Gini Income Inequality Coefficient",40.47,39.413,38.329,37.142,35.798,34.163,32.27,30.118,27.725,25.253,23.219,21.588,20.281,19.233,18.393,17.72,17.18,16.747
"Income Inequality Model (2019)","SSP2","Timor-Leste","","Gini Income Inequality Coefficient",37.597,37.864,37.689,37.424,37.099,36.455,35.591,34.603,33.495,32.322,31.128,30.163,29.383,28.753,28.243,27.831,27.498,26.859
"Income Inequality Model (2019)","SSP2","Togo","","Gini Income Inequality Coefficient",52.005,51.973,51.852,51.666,51.431,51.116,50.802,50.518,50.203,49.84,49.55,49.273,49.037,48.777,48.492,48.197,47.924,47.643
"Income Inequality Model (2019)","SSP2","Tonga","","Gini Income Inequality Coefficient",38.137,38.404,38.229,37.964,37.639,36.995,36.131,35.143,34.035,32.862,31.668,30.703,29.923,29.293,28.783,28.371,28.038,27.399
"Income Inequality Model (2019)","SSP2","Trinidad and Tobago","","Gini Income Inequality Coefficient",40.307,40.574,40.399,40.134,39.809,39.165,38.301,37.313,36.205,35.032,33.838,32.873,32.093,31.463,30.953,30.541,30.208,29.569
"Income Inequality Model (2019)","SSP2","Tunisia","","Gini Income Inequality Coefficient",41.845,42.108,41.933,41.67,41.344,40.703,39.842,38.854,37.748,36.577,35.383,34.416,33.633,33,32.488,32.074,31.738,31.1
"Income Inequality Model (2019)","SSP2","Turkey","","Gini Income Inequality Coefficient",40.234,40.669,41.094,41.442,41.748,42.117,42.467,42.801,43.126,43.451,43.799,44.142,44.485,44.835,45.204,45.628,46.074,46.566
"Income Inequality Model (2019)","SSP2","Turkmenistan","","Gini Income Inequality Coefficient",40.964,41.399,41.824,42.172,42.478,42.847,43.197,43.531,43.856,44.181,44.529,44.872,45.215,45.565,45.934,46.358,46.804,47.296
"Income Inequality Model (2019)","SSP2","Uganda","","Gini Income Inequality Coefficient",48.958,48.946,48.922,48.84,48.36,47.733,47.307,46.895,46.118,45.245,44.765,43.87,43.172,42.404,41.561,40.715,40.008,39.309
"Income Inequality Model (2019)","SSP2","Ukraine","","Gini Income Inequality Coefficient",24.744,24.973,25.145,25.266,25.351,25.406,25.435,25.44,25.427,25.397,25.353,25.284,25.157,25.019,24.871,24.714,24.548,24.333
"Income Inequality Model (2019)","SSP2","United Arab Emirates","","Gini Income Inequality Coefficient",41.381,41.383,41.27,41.096,40.801,40.363,39.749,38.925,37.948,36.938,35.854,34.803,33.828,32.993,32.279,31.643,31.036,30.406
"Income Inequality Model (2019)","SSP2","United Kingdom","","Gini Income Inequality Coefficient",33.743,33.954,34.113,34.204,34.205,34.127,33.991,33.809,33.591,33.339,33.049,32.721,32.36,31.97,31.553,31.11,30.642,30.146
"Income Inequality Model (2019)","SSP2","United States","","Gini Income Inequality Coefficient",40.736,41.925,42.8,43.404,43.815,44.137,44.395,44.599,44.764,44.899,45.014,45.119,45.221,45.323,45.43,45.545,45.673,45.82
"Income Inequality Model (2019)","SSP2","Uruguay","","Gini Income Inequality Coefficient",43.118,42.894,42.759,42.58,42.318,42.037,41.511,40.66,39.687,38.726,37.536,36.377,35.2,34.221,33.426,32.726,31.999,31.447
"Income Inequality Model (2019)","SSP2","Uzbekistan","","Gini Income Inequality Coefficient",35.235,35.5,35.746,36.04,36.269,36.41,36.525,36.622,36.728,36.858,37.005,37.194,37.382,37.573,37.789,38.018,38.26,38.502
"Income Inequality Model (2019)","SSP2","Vanuatu","","Gini Income Inequality Coefficient",42.963,42.798,42.658,42.47,42.2,41.874,41.308,40.44,39.45,38.464,37.274,36.138,35.009,34.073,33.312,32.647,31.968,31.405
"Income Inequality Model (2019)","SSP2","Venezuela","","Gini Income Inequality Coefficient",46.695,46.422,46.368,46.28,45.884,45.485,45.064,44.391,43.41,42.407,41.448,40.174,38.951,37.822,36.779,35.795,34.849,34.153
"Income Inequality Model (2019)","SSP2","Viet Nam","","Gini Income Inequality Coefficient",46.398,46.066,45.992,45.886,45.545,45.24,44.836,44.125,43.168,42.212,41.177,39.911,38.642,37.509,36.504,35.57,34.637,34.001
"Income Inequality Model (2019)","SSP2","Yemen","","Gini Income Inequality Coefficient",41.91,42.148,41.976,41.716,41.394,40.772,39.928,38.947,37.847,36.687,35.493,34.517,33.714,33.063,32.537,32.108,31.752,31.118
"Income Inequality Model (2019)","SSP2","Zambia","","Gini Income Inequality Coefficient",61.607,61.569,61.419,61.203,61.04,60.818,60.538,60.292,60.115,59.904,59.671,59.578,59.48,59.372,59.253,59.122,58.979,58.823
"Income Inequality Model (2019)","SSP2","Zimbabwe","","Gini Income Inequality Coefficient",45.277,45.115,45.1,45.042,44.545,43.969,43.515,42.913,41.888,40.799,39.981,38.692,37.556,36.434,35.319,34.241,33.273,32.461
"Income Inequality Model (2019)","SSP3","Afghanistan","","Gini Income Inequality Coefficient",34.276,34.661,34.759,34.915,35.055,35.133,35.208,35.284,35.368,35.46,35.556,35.649,35.735,35.812,35.822,35.615,35.388,35.14
"Income Inequality Model (2019)","SSP3","Albania","","Gini Income Inequality Coefficient",29.393,29.797,30.194,30.581,30.926,31.278,31.644,32.028,32.43,32.846,33.271,33.704,34.144,34.59,35.026,35.439,35.844,36.243
"Income Inequality Model (2019)","SSP3","Algeria","","Gini Income Inequality Coefficient",41.37,41.558,41.812,42.08,42.315,42.463,42.619,42.781,42.955,43.142,43.29,43.356,43.407,43.443,43.482,43.57,43.647,43.712
"Income Inequality Model (2019)","SSP3","Angola","","Gini Income Inequality Coefficient",48.899,49.14,49.433,49.725,49.886,50.055,50.222,50.387,50.556,50.679,50.715,50.888,51.071,51.26,51.452,51.645,51.84,52.036
"Income Inequality Model (2019)","SSP3","Argentina","","Gini Income Inequality Coefficient",43.529,43.682,43.964,44.253,44.505,44.666,44.837,45.015,45.205,45.41,45.568,45.628,45.673,45.701,45.746,45.889,46.022,46.144
"Income Inequality Model (2019)","SSP3","Armenia","","Gini Income Inequality Coefficient",31.323,31.695,32.07,32.472,32.875,33.274,33.622,33.991,34.383,34.791,35.207,35.617,36.026,36.44,36.868,37.312,37.763,38.219
"Income Inequality Model (2019)","SSP3","Aruba","","Gini Income Inequality Coefficient",49.393,49.653,49.878,50.153,50.437,50.686,50.939,51.193,51.453,51.703,51.925,52.115,52.285,52.431,52.55,52.647,52.722,52.778
"Income Inequality Model (2019)","SSP3","Australia","","Gini Income Inequality Coefficient",34.906,35.23,35.553,35.92,36.366,36.798,37.123,37.469,37.838,38.22,38.608,38.978,39.335,39.697,40.106,40.595,41.117,41.659
"Income Inequality Model (2019)","SSP3","Austria","","Gini Income Inequality Coefficient",27.048,27.949,28.713,29.473,30.213,30.957,31.713,32.487,33.28,34.088,34.909,35.744,36.594,37.455,38.328,39.208,40.092,40.978
"Income Inequality Model (2019)","SSP3","Azerbaijan","","Gini Income Inequality Coefficient",16.916,17.281,17.629,17.957,18.285,18.619,18.964,19.322,19.694,20.077,20.468,20.866,21.269,21.676,22.085,22.497,22.909,23.322
"Income Inequality Model (2019)","SSP3","Bahamas","","Gini Income Inequality Coefficient",43.126,43.353,43.576,43.822,44.038,44.172,44.312,44.457,44.614,44.782,44.92,44.991,45.049,45.093,45.127,45.157,45.174,45.177
"Income Inequality Model (2019)","SSP3","Bahrain","","Gini Income Inequality Coefficient",41.695,41.978,42.21,42.472,42.695,42.852,43.013,43.178,43.354,43.534,43.685,43.807,43.92,44.024,44.109,44.149,44.178,44.193
"Income Inequality Model (2019)","SSP3","Bangladesh","","Gini Income Inequality Coefficient",38.456,38.841,38.939,39.095,39.235,39.313,39.388,39.464,39.548,39.64,39.736,39.829,39.915,39.992,40.002,39.795,39.568,39.32
"Income Inequality Model (2019)","SSP3","Barbados","","Gini Income Inequality Coefficient",46.961,47.118,47.458,47.788,48.012,48.181,48.357,48.536,48.724,48.895,48.979,49.07,49.157,49.24,49.352,49.578,49.803,50.026
"Income Inequality Model (2019)","SSP3","Belarus","","Gini Income Inequality Coefficient",38.127,39.828,41.582,43.169,44.48,45.759,47.076,48.436,49.841,51.281,52.735,54.193,55.66,57.146,58.655,60.184,61.725,63.278
"Income Inequality Model (2019)","SSP3","Belgium","","Gini Income Inequality Coefficient",27.587,28.006,28.466,28.972,29.503,30.063,30.656,31.29,31.964,32.67,33.399,34.145,34.904,35.672,36.446,37.224,38.003,38.781
"Income Inequality Model (2019)","SSP3","Belize","","Gini Income Inequality Coefficient",53.459,53.648,53.787,53.954,54.175,54.414,54.658,54.905,55.155,55.409,55.692,55.956,56.204,56.433,56.637,56.82,56.986,57.138
"Income Inequality Model (2019)","SSP3","Benin","","Gini Income Inequality Coefficient",49.626,49.848,50.085,50.331,50.513,50.708,50.904,51.099,51.298,51.469,51.596,51.803,52.01,52.214,52.41,52.599,52.783,52.963
"Income Inequality Model (2019)","SSP3","Bhutan","","Gini Income Inequality Coefficient",44.42,44.539,44.878,45.207,45.462,45.64,45.828,46.022,46.227,46.432,46.563,46.634,46.693,46.741,46.825,47.061,47.294,47.523
"Income Inequality Model (2019)","SSP3","Bolivia","","Gini Income Inequality Coefficient",54.074,53.425,52.64,52.085,51.759,51.361,50.921,50.432,49.909,49.351,48.745,48.067,47.313,46.485,45.588,44.623,43.593,42.496
"Income Inequality Model (2019)","SSP3","Bosnia and Herzegovina","","Gini Income Inequality Coefficient",33.03,33.372,33.712,34.09,34.536,34.968,35.309,35.668,36.05,36.444,36.844,37.229,37.602,37.98,38.403,38.9,39.427,39.974
"Income Inequality Model (2019)","SSP3","Botswana","","Gini Income Inequality Coefficient",66.659,66.848,66.987,67.154,67.375,67.614,67.858,68.105,68.355,68.609,68.892,69.156,69.404,69.633,69.837,70.02,70.186,70.338
"Income Inequality Model (2019)","SSP3","Brazil","","Gini Income Inequality Coefficient",57.482,58.206,58.881,59.508,60.019,60.522,61.055,61.614,62.2,62.786,63.258,63.629,63.921,64.151,64.332,64.474,64.586,64.675
"Income Inequality Model (2019)","SSP3","Brunei Darussalam","","Gini Income Inequality Coefficient",45.366,45.554,45.741,45.972,46.187,46.365,46.547,46.732,46.926,47.122,47.301,47.477,47.645,47.801,47.944,48.073,48.191,48.297
"Income Inequality Model (2019)","SSP3","Bulgaria","","Gini Income Inequality Coefficient",37.304,39.452,41.613,43.383,44.781,46.115,47.454,48.801,50.159,51.525,52.89,54.25,55.608,56.971,58.341,59.719,61.104,62.497
"Income Inequality Model (2019)","SSP3","Burkina Faso","","Gini Income Inequality Coefficient",45.858,46.079,46.421,46.752,46.923,47.077,47.232,47.385,47.544,47.657,47.66,47.785,47.921,48.064,48.225,48.432,48.643,48.858
"Income Inequality Model (2019)","SSP3","Burundi","","Gini Income Inequality Coefficient",39.836,40.221,40.319,40.475,40.615,40.693,40.768,40.844,40.928,41.02,41.116,41.209,41.295,41.372,41.382,41.175,40.948,40.7
"Income Inequality Model (2019)","SSP3","Cabo Verde","","Gini Income Inequality Coefficient",53.389,53.578,53.717,53.884,54.105,54.344,54.588,54.835,55.085,55.339,55.622,55.886,56.134,56.363,56.567,56.75,56.916,57.068
"Income Inequality Model (2019)","SSP3","Cambodia","","Gini Income Inequality Coefficient",38.176,38.561,38.659,38.815,38.955,39.033,39.108,39.184,39.268,39.36,39.456,39.549,39.635,39.712,39.722,39.515,39.288,39.04
"Income Inequality Model (2019)","SSP3","Cameroon","","Gini Income Inequality Coefficient",49,49.238,49.524,49.81,49.973,50.145,50.317,50.486,50.659,50.788,50.837,51.015,51.201,51.393,51.585,51.778,51.971,52.165
"Income Inequality Model (2019)","SSP3","Canada","","Gini Income Inequality Coefficient",28.506,29.112,29.833,30.625,31.412,32.236,33.11,34.05,35.062,36.134,37.255,38.418,39.619,40.862,42.153,43.493,44.878,46.305
"Income Inequality Model (2019)","SSP3","Central African Republic","","Gini Income Inequality Coefficient",62.439,62.628,62.767,62.934,63.155,63.394,63.638,63.885,64.135,64.389,64.672,64.936,65.184,65.413,65.617,65.8,65.966,66.118
"Income Inequality Model (2019)","SSP3","Chad","","Gini Income Inequality Coefficient",49.505,49.73,49.976,50.23,50.409,50.599,50.79,50.98,51.174,51.337,51.449,51.65,51.853,52.055,52.25,52.44,52.626,52.809
"Income Inequality Model (2019)","SSP3","Chile","","Gini Income Inequality Coefficient",55.406,55.682,56.036,56.479,56.963,57.429,57.893,58.352,58.82,59.303,59.799,60.3,60.8,61.294,61.783,62.263,62.737,63.203
"Income Inequality Model (2019)","SSP3","China","","Gini Income Inequality Coefficient",46.552,46.43,46.75,47.114,47.339,47.467,47.668,47.939,48.279,48.7,49.201,49.768,50.381,51.02,51.671,52.324,52.978,53.631
"Income Inequality Model (2019)","SSP3","Colombia","","Gini Income Inequality Coefficient",55.208,55.939,56.749,57.528,58.21,58.908,59.66,60.458,61.305,62.082,62.696,63.181,63.563,63.865,64.104,64.292,64.441,64.559
"Income Inequality Model (2019)","SSP3","Comoros","","Gini Income Inequality Coefficient",62.129,62.318,62.457,62.624,62.845,63.084,63.328,63.575,63.825,64.079,64.362,64.626,64.874,65.103,65.307,65.49,65.656,65.808
"Income Inequality Model (2019)","SSP3","Congo","","Gini Income Inequality Coefficient",46.328,46.583,46.926,47.258,47.401,47.548,47.692,47.832,47.975,48.058,48.019,48.161,48.323,48.498,48.684,48.881,49.085,49.295
"Income Inequality Model (2019)","SSP3","Costa Rica","","Gini Income Inequality Coefficient",44.422,43.094,42.152,41.735,41.709,41.636,41.528,41.388,41.228,41.05,40.845,40.601,40.315,39.987,39.619,39.209,38.757,38.26
"Income Inequality Model (2019)","SSP3","Croatia","","Gini Income Inequality Coefficient",31.913,32.212,32.512,32.866,33.309,33.736,34.041,34.368,34.719,35.084,35.455,35.805,36.142,36.483,36.874,37.347,37.852,38.379
"Income Inequality Model (2019)","SSP3","Cuba","","Gini Income Inequality Coefficient",27.476,27.861,27.959,28.115,28.255,28.333,28.408,28.484,28.568,28.66,28.756,28.849,28.935,29.012,29.022,28.815,28.588,28.34
"Income Inequality Model (2019)","SSP3","Cyprus","","Gini Income Inequality Coefficient",32.567,32.871,33.175,33.533,33.973,34.398,34.706,35.035,35.389,35.756,36.13,36.484,36.825,37.171,37.564,38.035,38.537,39.06
"Income Inequality Model (2019)","SSP3","Czechia","","Gini Income Inequality Coefficient",27.509,28.579,29.697,30.776,31.775,32.764,33.773,34.805,35.862,36.928,37.99,39.044,40.092,41.137,42.185,43.238,44.292,45.343
"Income Inequality Model (2019)","SSP3","Côte d'Ivoire","","Gini Income Inequality Coefficient",49.364,49.592,49.849,50.112,50.287,50.472,50.657,50.842,51.03,51.183,51.278,51.472,51.671,51.869,52.064,52.255,52.443,52.629
"Income Inequality Model (2019)","SSP3","Democratic Republic of the Congo","","Gini Income Inequality Coefficient",48.539,48.789,49.111,49.426,49.575,49.731,49.885,50.035,50.188,50.288,50.279,50.435,50.606,50.789,50.978,51.173,51.373,51.577
"Income Inequality Model (2019)","SSP3","Denmark","","Gini Income Inequality Coefficient",24.402,25.108,25.828,26.552,27.271,27.997,28.733,29.482,30.242,31.006,31.771,32.539,33.308,34.076,34.841,35.605,36.368,37.133
"Income Inequality Model (2019)","SSP3","Djibouti","","Gini Income Inequality Coefficient",50.815,51.006,51.15,51.32,51.539,51.776,52.018,52.262,52.511,52.76,53.037,53.298,53.544,53.772,53.975,54.159,54.326,54.479
"Income Inequality Model (2019)","SSP3","Dominican Republic","","Gini Income Inequality Coefficient",52.304,54.03,55.341,56.459,57.379,58.301,59.267,60.265,61.252,62.048,62.675,63.169,63.557,63.864,64.105,64.295,64.445,64.563
"Income Inequality Model (2019)","SSP3","Ecuador","","Gini Income Inequality Coefficient",40.135,40.687,41.022,41.464,41.955,42.421,42.897,43.378,43.873,44.379,44.889,45.388,45.873,46.34,46.79,47.223,47.639,48.04
"Income Inequality Model (2019)","SSP3","Egypt","","Gini Income Inequality Coefficient",37.226,37.611,37.709,37.865,38.005,38.083,38.158,38.234,38.318,38.41,38.506,38.599,38.685,38.762,38.772,38.565,38.338,38.09
"Income Inequality Model (2019)","SSP3","El Salvador","","Gini Income Inequality Coefficient",42.722,43.024,43.187,43.391,43.571,43.679,43.788,43.9,44.022,44.154,44.272,44.354,44.425,44.485,44.507,44.424,44.326,44.21
"Income Inequality Model (2019)","SSP3","Equatorial Guinea","","Gini Income Inequality Coefficient",50.127,50.361,50.565,50.789,50.98,51.158,51.337,51.519,51.705,51.881,52.033,52.21,52.38,52.543,52.688,52.803,52.908,53.003
"Income Inequality Model (2019)","SSP3","Eritrea","","Gini Income Inequality Coefficient",50.127,50.361,50.565,50.789,50.98,51.158,51.337,51.519,51.705,51.881,52.033,52.21,52.38,52.543,52.688,52.803,52.908,53.003
"Income Inequality Model (2019)","SSP3","Estonia","","Gini Income Inequality Coefficient",35.425,35.735,36.164,36.624,37.063,37.481,37.912,38.39,38.929,39.486,40.03,40.553,41.062,41.573,42.095,42.624,43.145,43.652
"Income Inequality Model (2019)","SSP3","Eswatini","","Gini Income Inequality Coefficient",57.649,57.838,57.977,58.144,58.365,58.604,58.848,59.095,59.345,59.599,59.882,60.146,60.394,60.623,60.827,61.01,61.176,61.328
"Income Inequality Model (2019)","SSP3","Ethiopia","","Gini Income Inequality Coefficient",39.646,40.031,40.129,40.285,40.425,40.503,40.578,40.654,40.738,40.83,40.926,41.019,41.105,41.182,41.192,40.985,40.758,40.51
"Income Inequality Model (2019)","SSP3","Fiji","","Gini Income Inequality Coefficient",48.96,49.199,49.488,49.776,49.938,50.109,50.279,50.447,50.617,50.744,50.788,50.964,51.149,51.34,51.532,51.725,51.918,52.113
"Income Inequality Model (2019)","SSP3","Finland","","Gini Income Inequality Coefficient",25.478,26.385,27.214,28.017,28.781,29.533,30.288,31.063,31.863,32.676,33.494,34.313,35.133,35.956,36.788,37.625,38.466,39.307
"Income Inequality Model (2019)","SSP3","France","","Gini Income Inequality Coefficient",28.666,29.061,29.538,30.048,30.566,31.106,31.68,32.295,32.95,33.64,34.356,35.101,35.871,36.663,37.472,38.289,39.112,39.938
"Income Inequality Model (2019)","SSP3","French Polynesia","","Gini Income Inequality Coefficient",42.417,42.734,42.954,43.198,43.342,43.455,43.565,43.675,43.789,43.879,43.91,44.027,44.149,44.272,44.369,44.364,44.353,44.335
"Income Inequality Model (2019)","SSP3","Gabon","","Gini Income Inequality Coefficient",48.354,48.608,48.945,49.272,49.415,49.565,49.711,49.854,49.999,50.086,50.054,50.202,50.367,50.546,50.734,50.93,51.132,51.341
"Income Inequality Model (2019)","SSP3","Gambia","","Gini Income Inequality Coefficient",53.529,53.718,53.857,54.024,54.245,54.484,54.728,54.975,55.225,55.479,55.762,56.026,56.274,56.503,56.707,56.89,57.056,57.208
"Income Inequality Model (2019)","SSP3","Georgia","","Gini Income Inequality Coefficient",41.887,42.477,43.055,43.57,44.013,44.46,44.994,45.537,46.09,46.652,47.22,47.803,48.395,48.989,49.588,50.192,50.8,51.411
"Income Inequality Model (2019)","SSP3","Germany","","Gini Income Inequality Coefficient",29.956,30.841,31.705,32.548,33.357,34.169,34.996,35.845,36.718,37.614,38.531,39.469,40.428,41.407,42.405,43.417,44.44,45.472
