"model","scenario","region","unit","variable","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075"
"Human Development Index Model (2015)","SSP4","Sudan","","Human Development Index",0.364681062,0.373698098,0.382533566,0.3867749,0.391208853,0.395004542,0.396505726,0.397194035,0.39770472,0.397972077,0.39836423,0.39971824,0.40100873,0.40212104
"Human Development Index Model (2015)","SSP4","Suriname","","Human Development Index",0.640789434,0.654929862,0.668995582,0.679025679,0.686825887,0.693027465,0.698123026,0.702953995,0.70728594,0.711063436,0.712973878,0.714652522,0.716241614,0.717788719
"Human Development Index Model (2015)","SSP4","Sweden","","Human Development Index",0.838716528,0.844149297,0.85310716,0.862424191,0.870085913,0.875599985,0.87996638,0.883294869,0.886341541,0.888418893,0.888841801,0.889366083,0.88979154,0.890265035
"Human Development Index Model (2015)","SSP4","Switzerland","","Human Development Index",0.850430667,0.853130261,0.856551437,0.859668211,0.862468331,0.865198685,0.868574844,0.871514237,0.874269967,0.876765515,0.877170174,0.877647005,0.878064058,0.878489034
"Human Development Index Model (2015)","SSP4","Syria","","Human Development Index",0.538630664,0.545402917,0.551686307,0.553800985,0.55573253,0.557459821,0.559003654,0.560030118,0.56043615,0.560480767,0.559609644,0.559221484,0.559274108,0.559744299
"Human Development Index Model (2015)","SSP4","Tajikistan","","Human Development Index",0.558558423,0.587643477,0.637021675,0.671446091,0.691104877,0.700666291,0.705422474,0.707845606,0.709766624,0.711137143,0.711022064,0.711933553,0.713071294,0.714904118
"Human Development Index Model (2015)","SSP4","Tanzania","","Human Development Index",0.412083549,0.411488397,0.415306119,0.415208791,0.415695965,0.416068038,0.417187431,0.418482825,0.42242785,0.426218032,0.428833532,0.432777491,0.434898133,0.43866439
"Human Development Index Model (2015)","SSP4","Thailand","","Human Development Index",0.632432416,0.642220536,0.652689789,0.661314467,0.669032785,0.67631161,0.683950587,0.691339814,0.697887483,0.70309497,0.705042598,0.706359673,0.707572515,0.708569075
"Human Development Index Model (2015)","SSP4","Timor-Leste","","Human Development Index",0.49303299,0.514785227,0.545088295,0.568544084,0.584842477,0.595328938,0.604599488,0.610705073,0.615681952,0.618932142,0.621657702,0.624819652,0.626681929,0.627800032
"Human Development Index Model (2015)","SSP4","Tonga","","Human Development Index",0.629743476,0.633462072,0.636486393,0.640673397,0.646483138,0.652970133,0.659129013,0.664615122,0.669478368,0.673807326,0.676438884,0.679032586,0.68168954,0.684565492
"Human Development Index Model (2015)","SSP4","Trinidad and Tobago","","Human Development Index",0.705035412,0.713907107,0.710933738,0.702570196,0.697122017,0.695922817,0.699316256,0.704136077,0.708811439,0.712892815,0.715301903,0.71764281,0.720103717,0.722979358
"Human Development Index Model (2015)","SSP4","Tunisia","","Human Development Index",0.648978334,0.670432092,0.688898365,0.700691922,0.712295747,0.72488113,0.738815725,0.752976472,0.766169221,0.777345265,0.784807942,0.790751273,0.795729191,0.800091104
"Human Development Index Model (2015)","SSP4","Turkey","","Human Development Index",0.633548015,0.639214175,0.646472238,0.653094284,0.658590891,0.663914334,0.668867382,0.673405743,0.677476826,0.680732286,0.682582403,0.684317013,0.685954547,0.687615925
"Human Development Index Model (2015)","SSP4","Turkmenistan","","Human Development Index",0.631273914,0.645996024,0.668382178,0.682772348,0.69117611,0.696774836,0.700485872,0.703642617,0.706618379,0.709491707,0.711022978,0.712997433,0.715481217,0.718468385
"Human Development Index Model (2015)","SSP4","Uganda","","Human Development Index",0.368488274,0.364629722,0.365687397,0.366747078,0.368715512,0.371032925,0.373847299,0.376601071,0.381481794,0.385530839,0.389701745,0.392927301,0.397962455,0.400270058
"Human Development Index Model (2015)","SSP4","Ukraine","","Human Development Index",0.639126412,0.656970314,0.682400458,0.704699519,0.719006466,0.727736612,0.734156824,0.739241113,0.743919803,0.74838989,0.750791356,0.75409685,0.757147934,0.761057317
"Human Development Index Model (2015)","SSP4","United Kingdom","","Human Development Index",0.793444441,0.799445434,0.809211721,0.820001248,0.829016908,0.836275816,0.842200744,0.846999311,0.850835894,0.853812752,0.854592514,0.855207841,0.855647987,0.85606227
"Human Development Index Model (2015)","SSP4","United States","","Human Development Index",0.833329392,0.833603477,0.835863915,0.838653005,0.8417706,0.844448245,0.846969704,0.849813079,0.852753919,0.855361487,0.856514078,0.857225347,0.858283001,0.859113889
"Human Development Index Model (2015)","SSP4","Uruguay","","Human Development Index",0.6822553,0.693459804,0.70665764,0.714943188,0.721538002,0.726453236,0.730857908,0.734702635,0.73857645,0.741569991,0.74254782,0.743414513,0.744212628,0.745307713
"Human Development Index Model (2015)","SSP4","Vanuatu","","Human Development Index",0.53004075,0.536277685,0.547856443,0.554863727,0.559751956,0.564191633,0.567280588,0.569624737,0.57222628,0.573876577,0.574591919,0.575387981,0.575951588,0.576714864
"Human Development Index Model (2015)","SSP4","Venezuela","","Human Development Index",0.663823995,0.671158759,0.683064601,0.693177463,0.70074998,0.705691248,0.709644437,0.712155058,0.71389743,0.71505996,0.714555353,0.714295936,0.714125302,0.714187874
"Human Development Index Model (2015)","SSP4","Viet Nam","","Human Development Index",0.565067114,0.590204076,0.622132031,0.644201543,0.658754606,0.667769573,0.673869048,0.679130645,0.684784049,0.690548669,0.694713638,0.698571713,0.702588908,0.706245957
"Human Development Index Model (2015)","SSP4","Zambia","","Human Development Index",0.391669169,0.388146686,0.388619656,0.3890055,0.388292377,0.390992572,0.393133115,0.394845603,0.401146907,0.408819511,0.414649612,0.421816077,0.429986217,0.434824494
"Human Development Index Model (2015)","SSP4","Zimbabwe","","Human Development Index",0.347178628,0.341799032,0.353466516,0.37667889,0.402622594,0.427712272,0.448242719,0.465714136,0.480805582,0.495052068,0.50747521,0.520388766,0.532858302,0.545115845
"Human Development Index Model (2015)","SSP5","Algeria","","Human Development Index",0.666018251,0.683762297,0.701071257,0.719465046,0.73902871,0.758031226,0.77628488,0.791622818,0.797882535,0.800976796,0.803751882,0.80655946,0.809267621,0.811773481
"Human Development Index Model (2015)","SSP5","Argentina","","Human Development Index",0.735621321,0.750202316,0.767850908,0.78304173,0.79605605,0.807316389,0.817972424,0.827110046,0.828515931,0.828476899,0.829649175,0.831875963,0.834354022,0.836391314
"Human Development Index Model (2015)","SSP5","Armenia","","Human Development Index",0.668423693,0.691992473,0.725917114,0.753252451,0.770578655,0.780462696,0.786889333,0.790980348,0.788153425,0.784848498,0.783470558,0.783604513,0.784435763,0.785265429
"Human Development Index Model (2015)","SSP5","Australia","","Human Development Index",0.862292579,0.872153406,0.885040523,0.897372976,0.908162495,0.916584532,0.923793973,0.928948056,0.925275208,0.919845162,0.915824931,0.913174481,0.911179061,0.908800796
"Human Development Index Model (2015)","SSP5","Austria","","Human Development Index",0.847182119,0.853080432,0.859174467,0.865224379,0.871823337,0.878055941,0.884784985,0.890032264,0.887021499,0.882470212,0.879496887,0.878178067,0.877592117,0.87654623
"Human Development Index Model (2015)","SSP5","Azerbaijan","","Human Development Index",0.676173142,0.715562426,0.74672496,0.75847915,0.764869749,0.770107957,0.776635082,0.782684099,0.782035777,0.779631282,0.778301019,0.777668474,0.777204959,0.776190356
"Human Development Index Model (2015)","SSP5","Bahamas","","Human Development Index",0.752747132,0.760866152,0.770575433,0.783258764,0.795914129,0.806175027,0.815527228,0.822820873,0.82258419,0.821002064,0.820573062,0.821578955,0.823238795,0.824017562
"Human Development Index Model (2015)","SSP5","Bahrain","","Human Development Index",0.749727823,0.767058957,0.788166459,0.802516345,0.815185812,0.825721514,0.835445715,0.843060474,0.842660109,0.84046003,0.83923237,0.839081064,0.839270182,0.839083101
"Human Development Index Model (2015)","SSP5","Bangladesh","","Human Development Index",0.485696516,0.510437895,0.540344415,0.569445251,0.597232621,0.623845307,0.649579461,0.673062734,0.689132302,0.702435703,0.716465341,0.730396729,0.742771141,0.75245506
"Human Development Index Model (2015)","SSP5","Belarus","","Human Development Index",0.718679414,0.739841453,0.758969498,0.771559187,0.781026036,0.788177579,0.794875974,0.800401044,0.799206448,0.797124975,0.79661331,0.797499572,0.798982804,0.800189975
"Human Development Index Model (2015)","SSP5","Belgium","","Human Development Index",0.842620044,0.85239212,0.867123844,0.882183486,0.895328269,0.905206114,0.913361888,0.918965687,0.915593981,0.910394932,0.906420356,0.903948536,0.902026156,0.899742075
"Human Development Index Model (2015)","SSP5","Belize","","Human Development Index",0.61640484,0.635722183,0.657768902,0.680558705,0.699674869,0.715819295,0.729975664,0.741407357,0.745898691,0.748936799,0.752611847,0.75732944,0.763725223,0.770606596
"Human Development Index Model (2015)","SSP5","Benin","","Human Development Index",0.384003766,0.414552136,0.451093035,0.486047846,0.522368432,0.556975803,0.590008253,0.620579406,0.642568748,0.660969307,0.678211616,0.694513866,0.70928334,0.721948578
"Human Development Index Model (2015)","SSP5","Bhutan","","Human Development Index",0.521248598,0.563140557,0.616156407,0.656993088,0.689245667,0.715132889,0.738133584,0.758051867,0.769422659,0.778009966,0.786419334,0.795196271,0.803588433,0.811009066
"Human Development Index Model (2015)","SSP5","Bolivia","","Human Development Index",0.602310837,0.62200607,0.642280433,0.662542326,0.683531576,0.703978536,0.725054153,0.74265561,0.751861355,0.757285211,0.762309022,0.767190232,0.770874244,0.773412053
"Human Development Index Model (2015)","SSP5","Bosnia and Herzegovina","","Human Development Index",0.707037926,0.731279196,0.763279323,0.786163105,0.803638734,0.816871977,0.828196164,0.837109627,0.838140329,0.837763951,0.838635609,0.840771272,0.843349883,0.845601704
"Human Development Index Model (2015)","SSP5","Brazil","","Human Development Index",0.65252371,0.669405501,0.69064413,0.710136752,0.727799,0.744036058,0.760180486,0.773443791,0.778136764,0.780126567,0.782629546,0.786168904,0.789941213,0.793364897
"Human Development Index Model (2015)","SSP5","Bulgaria","","Human Development Index",0.729397346,0.744500411,0.761246262,0.775422533,0.787295435,0.79705418,0.805878213,0.812651116,0.811806789,0.809901967,0.809912277,0.811852269,0.814626994,0.817113147
"Human Development Index Model (2015)","SSP5","Burkina Faso","","Human Development Index",0.326659014,0.359775978,0.396215536,0.430693967,0.467173669,0.503546812,0.539156091,0.572860681,0.597509883,0.619231055,0.640653629,0.661897349,0.681736143,0.699176558
"Human Development Index Model (2015)","SSP5","Burundi","","Human Development Index",0.292754385,0.327181091,0.374498453,0.416429912,0.45460256,0.489520038,0.522032092,0.553441376,0.578715924,0.601913241,0.624935213,0.647352337,0.668158285,0.686285884
"Human Development Index Model (2015)","SSP5","Cabo Verde","","Human Development Index",0.555753212,0.583581316,0.611896465,0.632796095,0.650493378,0.666615433,0.682877733,0.698221804,0.707389017,0.714858708,0.722398261,0.729949836,0.738639166,0.746869487
"Human Development Index Model (2015)","SSP5","Cambodia","","Human Development Index",0.460669218,0.493201405,0.540488001,0.583158946,0.617406732,0.646587892,0.671398005,0.692240511,0.703750501,0.712003883,0.719723673,0.727763887,0.735816968,0.743159445
"Human Development Index Model (2015)","SSP5","Cameroon","","Human Development Index",0.459757227,0.489383901,0.523995918,0.556542211,0.587749831,0.618291,0.646953973,0.672334289,0.688624747,0.701722414,0.714140308,0.726620732,0.738365866,0.748461206
"Human Development Index Model (2015)","SSP5","Canada","","Human Development Index",0.871873184,0.875476851,0.88224765,0.890686534,0.898913218,0.905511587,0.911470566,0.915539982,0.911125616,0.90532759,0.901264026,0.898782315,0.897032748,0.894912718
"Human Development Index Model (2015)","SSP5","Central African Republic","","Human Development Index",0.341838478,0.377895901,0.420701968,0.457194847,0.493129485,0.5267808,0.560198486,0.590238998,0.613684604,0.633862759,0.652952573,0.670752324,0.686555097,0.700110446
"Human Development Index Model (2015)","SSP5","Chad","","Human Development Index",0.317275027,0.355951085,0.391041412,0.424681276,0.457959683,0.490826525,0.524283949,0.556354445,0.581526381,0.603418186,0.624167304,0.643439072,0.660986982,0.676880371
"Human Development Index Model (2015)","SSP5","Chile","","Human Development Index",0.765884492,0.778499313,0.792694717,0.807020447,0.820993651,0.832982881,0.843922308,0.852327207,0.852047925,0.850068639,0.849557474,0.850638833,0.852506987,0.854016085
"Human Development Index Model (2015)","SSP5","China","","Human Development Index",0.647365818,0.679776253,0.713670475,0.739191962,0.758649236,0.7736735,0.786261751,0.79662875,0.798939511,0.79936491,0.800672042,0.802977172,0.805505967,0.807363899
"Human Development Index Model (2015)","SSP5","Colombia","","Human Development Index",0.66956129,0.687551894,0.707316527,0.72584296,0.743170346,0.758066565,0.77335261,0.787176295,0.79265792,0.794867569,0.796784083,0.799226615,0.802108527,0.804773044
"Human Development Index Model (2015)","SSP5","Comoros","","Human Development Index",0.419069916,0.44236835,0.469979965,0.502852225,0.535007081,0.565587764,0.595716464,0.621840681,0.642066171,0.657627683,0.671696001,0.684580744,0.696150929,0.705804442
"Human Development Index Model (2015)","SSP5","Congo","","Human Development Index",0.519691883,0.548294761,0.591303124,0.630339263,0.662904326,0.688557966,0.710105336,0.728044189,0.736679117,0.743091434,0.749905638,0.757556753,0.765156531,0.771742019
"Human Development Index Model (2015)","SSP5","Costa Rica","","Human Development Index",0.698494709,0.713051162,0.727719737,0.740953301,0.753279211,0.763731921,0.773698644,0.782476306,0.785419217,0.787515875,0.790448728,0.794132925,0.79812247,0.801659116
"Human Development Index Model (2015)","SSP5","Croatia","","Human Development Index",0.762122598,0.774977387,0.787643347,0.799797834,0.810823324,0.819839046,0.827798898,0.833942253,0.832726324,0.830373699,0.829768377,0.830671133,0.832252297,0.833530995
"Human Development Index Model (2015)","SSP5","Cuba","","Human Development Index",0.701238813,0.715857495,0.734338675,0.749205027,0.762086316,0.77220893,0.781295541,0.788177045,0.787779252,0.786399058,0.786522596,0.788293293,0.790817776,0.793088452
"Human Development Index Model (2015)","SSP5","Cyprus","","Human Development Index",0.823590696,0.836989052,0.855236873,0.871908303,0.884712158,0.893640395,0.901002623,0.906165081,0.902765336,0.89789024,0.894591176,0.892665191,0.891354467,0.889791044
"Human Development Index Model (2015)","SSP5","Czechia","","Human Development Index",0.811754125,0.819221283,0.824949104,0.83050363,0.837544729,0.844992917,0.853002511,0.859599912,0.858217876,0.855486826,0.854230509,0.854740423,0.855794656,0.856608295
"Human Development Index Model (2015)","SSP5","Côte d'Ivoire","","Human Development Index",0.408617232,0.43988614,0.473692001,0.506615605,0.541999789,0.576752038,0.610742174,0.642252668,0.664100662,0.681621732,0.69786322,0.712810161,0.726122591,0.737112433
"Human Development Index Model (2015)","SSP5","Democratic Republic of the Congo","","Human Development Index",0.284888614,0.359741668,0.456364146,0.533773514,0.589786431,0.630201038,0.661886083,0.687633658,0.702917213,0.714066505,0.724966301,0.73544025,0.744534595,0.752142926
"Human Development Index Model (2015)","SSP5","Denmark","","Human Development Index",0.829079064,0.832112078,0.835859556,0.841650968,0.848225908,0.854536033,0.861067323,0.866322555,0.863962982,0.860403905,0.858263368,0.857659587,0.857682157,0.857456557
"Human Development Index Model (2015)","SSP5","Dominican Republic","","Human Development Index",0.681435141,0.699871903,0.718716623,0.734640189,0.750317579,0.764769658,0.778210227,0.78947961,0.792260815,0.792611824,0.793697641,0.796158191,0.799353145,0.802237749
"Human Development Index Model (2015)","SSP5","Ecuador","","Human Development Index",0.676412441,0.694807076,0.717944503,0.740682649,0.761117432,0.777855363,0.793623742,0.80704354,0.811926867,0.813644287,0.815319655,0.81730969,0.819852457,0.822509159
"Human Development Index Model (2015)","SSP5","Egypt","","Human Development Index",0.628466881,0.651885402,0.676320094,0.699413119,0.722072053,0.742878862,0.762130631,0.7782425,0.785210933,0.788930144,0.792321249,0.795561505,0.798518075,0.801094117
"Human Development Index Model (2015)","SSP5","El Salvador","","Human Development Index",0.616444583,0.636439849,0.656859151,0.67780819,0.697474525,0.715453131,0.734403757,0.75194425,0.761315726,0.767273247,0.772208683,0.776611354,0.780862069,0.785053125
"Human Development Index Model (2015)","SSP5","Equatorial Guinea","","Human Development Index",0.597788941,0.629528977,0.654484827,0.672610903,0.689682782,0.706209249,0.72093046,0.736505449,0.74362557,0.748347211,0.753442028,0.758757813,0.764052314,0.768407026
"Human Development Index Model (2015)","SSP5","Estonia","","Human Development Index",0.782566055,0.791723807,0.801926327,0.813052193,0.822504458,0.829689521,0.835829629,0.840256071,0.837514501,0.834300608,0.832965093,0.833387245,0.834435138,0.835231257
"Human Development Index Model (2015)","SSP5","Eswatini","","Human Development Index",0.521968904,0.552424629,0.579083025,0.608235569,0.637159732,0.6629494,0.685527626,0.705605005,0.716112545,0.724292943,0.732377359,0.740050549,0.746804171,0.752664325
"Human Development Index Model (2015)","SSP5","Ethiopia","","Human Development Index",0.358378854,0.406497135,0.454831468,0.489763739,0.522942594,0.554702313,0.586146505,0.616199198,0.637913726,0.656566377,0.674325957,0.691418164,0.707082949,0.721805845
"Human Development Index Model (2015)","SSP5","Finland","","Human Development Index",0.85651384,0.861473526,0.867821986,0.874749631,0.881535721,0.886841606,0.891871604,0.895419156,0.890917405,0.885054085,0.880925917,0.878418932,0.876728382,0.874701059
"Human Development Index Model (2015)","SSP5","France","","Human Development Index",0.825741284,0.835500436,0.850012626,0.865340936,0.879087611,0.890129328,0.899672159,0.906794916,0.904967146,0.901339566,0.898692733,0.897235494,0.896222708,0.894798895
"Human Development Index Model (2015)","SSP5","Gabon","","Human Development Index",0.611718505,0.639607868,0.660976536,0.678659249,0.695884337,0.712489047,0.728278561,0.742237678,0.747750567,0.751983493,0.757159293,0.762804151,0.768585664,0.773699549
"Human Development Index Model (2015)","SSP5","Gambia","","Human Development Index",0.447173986,0.489432542,0.529360243,0.563316507,0.594924983,0.623004923,0.648853307,0.672103801,0.686363041,0.698052669,0.709023181,0.719313523,0.728374911,0.735744334
"Human Development Index Model (2015)","SSP5","Georgia","","Human Development Index",0.711046212,0.742623313,0.79204025,0.826021652,0.843095586,0.850324541,0.854586991,0.857841608,0.854923892,0.852220083,0.851827329,0.852866538,0.854357846,0.85532309
"Human Development Index Model (2015)","SSP5","Germany","","Human Development Index",0.870538307,0.873746952,0.8775136,0.881905799,0.8871517,0.89234788,0.898205721,0.903117923,0.900200606,0.896258913,0.893996476,0.893430946,0.893428291,0.893042157
"Human Development Index Model (2015)","SSP5","Ghana","","Human Development Index",0.500195088,0.531050939,0.562332177,0.591059596,0.621257176,0.651194748,0.680137964,0.70686345,0.72380052,0.736995536,0.749017657,0.759874467,0.769276093,0.77675784
"Human Development Index Model (2015)","SSP5","Greece","","Human Development Index",0.791978358,0.803461756,0.817632433,0.832456825,0.846946508,0.85883203,0.869500769,0.877511038,0.876649276,0.873853388,0.871944045,0.871188768,0.870738392,0.869870902
"Human Development Index Model (2015)","SSP5","Guatemala","","Human Development Index",0.548493635,0.572651478,0.598825926,0.623544332,0.645880727,0.66530823,0.683296511,0.698341574,0.706234716,0.711800452,0.717633498,0.723750371,0.729976248,0.735714885
"Human Development Index Model (2015)","SSP5","Guinea","","Human Development Index",0.337906837,0.376325644,0.416133917,0.455504621,0.496580146,0.537062457,0.576326027,0.611603747,0.636842789,0.65704328,0.674781773,0.690555846,0.704486902,0.716257003
"Human Development Index Model (2015)","SSP5","Guinea-Bissau","","Human Development Index",0.346902886,0.38658651,0.425035562,0.460207959,0.493465154,0.525345446,0.55588426,0.584341045,0.605112776,0.622842983,0.640248932,0.656756772,0.671190764,0.683349968
"Human Development Index Model (2015)","SSP5","Guyana","","Human Development Index",0.607760811,0.617138978,0.630596673,0.646616067,0.664270866,0.681446555,0.698023436,0.712139629,0.719081235,0.723416087,0.727716419,0.731926341,0.735648527,0.738512573
"Human Development Index Model (2015)","SSP5","Haiti","","Human Development Index",0.440559313,0.472797858,0.513781,0.554949014,0.594881668,0.630315301,0.66222513,0.688537271,0.705359813,0.719095165,0.731753453,0.742725172,0.751800743,0.758534025
"Human Development Index Model (2015)","SSP5","Honduras","","Human Development Index",0.556806628,0.579768003,0.605539702,0.630305018,0.652671664,0.672535078,0.691107103,0.707153238,0.715769484,0.72194073,0.727932322,0.734960142,0.741894178,0.747534823
"Human Development Index Model (2015)","SSP5","Hong Kong","","Human Development Index",0.865137927,0.876039104,0.887454504,0.897812735,0.908293311,0.917921836,0.927239677,0.934265863,0.932388495,0.928536237,0.925798969,0.92427614,0.922999555,0.921190678
"Human Development Index Model (2015)","SSP5","Hungary","","Human Development Index",0.75610969,0.766645798,0.779456463,0.792906542,0.804746347,0.81416941,0.822546701,0.829076618,0.828085439,0.825870991,0.825090824,0.82568639,0.826851106,0.827850389
"Human Development Index Model (2015)","SSP5","Iceland","","Human Development Index",0.860691715,0.868659898,0.880410107,0.893558876,0.905636698,0.915672001,0.924704621,0.931661032,0.929906416,0.926681162,0.924656445,0.923845103,0.923399024,0.922226957
"Human Development Index Model (2015)","SSP5","India","","Human Development Index",0.538081667,0.576674774,0.624697075,0.665724255,0.698409423,0.724590563,0.746548177,0.76312834,0.769274966,0.771803708,0.774722281,0.778529367,0.782614762,0.786057692
"Human Development Index Model (2015)","SSP5","Indonesia","","Human Development Index",0.604807604,0.629470101,0.665427627,0.6974576,0.723522641,0.743719077,0.761917956,0.776717632,0.782456813,0.785154351,0.788208723,0.792040387,0.796169802,0.79975614
"Human Development Index Model (2015)","SSP5","Iran","","Human Development Index",0.671795855,0.696263294,0.717800311,0.734834566,0.750598151,0.76563552,0.781175438,0.794807778,0.800020372,0.802457171,0.805385,0.809438218,0.813975866,0.818103638
"Human Development Index Model (2015)","SSP5","Iraq","","Human Development Index",0.600225882,0.632084392,0.681790075,0.722766439,0.75122383,0.769798701,0.783004977,0.792122027,0.793163567,0.792926348,0.794318548,0.797255723,0.800734001,0.803793236
"Human Development Index Model (2015)","SSP5","Ireland","","Human Development Index",0.851221491,0.8597003,0.869994818,0.882559816,0.894408451,0.90410077,0.912309008,0.918183629,0.915517009,0.911182546,0.908183729,0.906568376,0.905328155,0.903679943
"Human Development Index Model (2015)","SSP5","Israel","","Human Development Index",0.815650936,0.819533067,0.82144619,0.824660074,0.829928037,0.835609119,0.841777903,0.846458181,0.843305944,0.838866855,0.836298779,0.835586891,0.836017294,0.83662517
"Human Development Index Model (2015)","SSP5","Italy","","Human Development Index",0.805678768,0.815413294,0.831767266,0.85012482,0.86626644,0.879109438,0.889571855,0.897396003,0.896311054,0.893393363,0.891622017,0.891189574,0.891309332,0.891021567
"Human Development Index Model (2015)","SSP5","Jamaica","","Human Development Index",0.667869207,0.678688884,0.70027639,0.72477464,0.745602963,0.761232028,0.773223182,0.781545731,0.781552019,0.780188921,0.78033289,0.781941317,0.784315535,0.786614845
"Human Development Index Model (2015)","SSP5","Japan","","Human Development Index",0.866734366,0.870005291,0.874706363,0.88097709,0.888116339,0.894495355,0.900757734,0.905559207,0.902474692,0.897955993,0.894859787,0.89333463,0.892537431,0.891716256
"Human Development Index Model (2015)","SSP5","Jordan","","Human Development Index",0.672759434,0.693483644,0.723402745,0.750784687,0.773344858,0.790295398,0.803655824,0.813309709,0.814156385,0.812854118,0.812199833,0.812454247,0.813393527,0.814569834
"Human Development Index Model (2015)","SSP5","Kazakhstan","","Human Development Index",0.696181828,0.7196225,0.741748474,0.757438341,0.768533314,0.776998453,0.784405466,0.790459844,0.789727425,0.788046693,0.787962441,0.789266622,0.791208416,0.79280814
"Human Development Index Model (2015)","SSP5","Kenya","","Human Development Index",0.488957797,0.517831274,0.55799222,0.595333291,0.630901657,0.661055984,0.688017886,0.710662849,0.72280296,0.731247833,0.738931654,0.745990626,0.752239244,0.75713246
"Human Development Index Model (2015)","SSP5","Kuwait","","Human Development Index",0.762707281,0.7763499,0.788346895,0.796457936,0.803024059,0.809750173,0.817657562,0.82523437,0.826338517,0.826706501,0.828128629,0.830364204,0.832627374,0.834159066
"Human Development Index Model (2015)","SSP5","Kyrgyzstan","","Human Development Index",0.574233222,0.609201364,0.672390456,0.72340169,0.754787258,0.772639491,0.783633292,0.790004353,0.78849953,0.785825666,0.784760181,0.785211216,0.786468282,0.787619211
"Human Development Index Model (2015)","SSP5","Laos","","Human Development Index",0.498316982,0.526823111,0.554084018,0.576310614,0.596385332,0.61509128,0.633410345,0.650179423,0.660285044,0.668264007,0.677489515,0.687215998,0.696191936,0.703337375
"Human Development Index Model (2015)","SSP5","Latvia","","Human Development Index",0.764024285,0.777711799,0.794413618,0.810203681,0.821984043,0.829887675,0.836085442,0.840415342,0.837552092,0.834164746,0.83268796,0.833018928,0.834142496,0.835018117
"Human Development Index Model (2015)","SSP5","Lebanon","","Human Development Index",0.70665357,0.725913396,0.745927944,0.761125382,0.774394323,0.786318528,0.797688469,0.807136416,0.808689115,0.808716019,0.810045633,0.812761884,0.815868878,0.818546329
"Human Development Index Model (2015)","SSP5","Lesotho","","Human Development Index",0.438066917,0.465152264,0.491873521,0.51796585,0.546400825,0.576265047,0.605293502,0.632290035,0.649796256,0.664643186,0.678774315,0.693055132,0.706466947,0.717858425
"Human Development Index Model (2015)","SSP5","Liberia","","Human Development Index",0.264520529,0.303885963,0.366814212,0.421042327,0.469026953,0.511301227,0.549348387,0.583428982,0.608801687,0.630407705,0.650734003,0.669840934,0.687149337,0.701961962
"Human Development Index Model (2015)","SSP5","Lithuania","","Human Development Index",0.775394444,0.79120964,0.80792807,0.822277963,0.832726672,0.839137051,0.844043575,0.847434953,0.843812454,0.839750312,0.837921267,0.837913564,0.838735557,0.839252699
"Human Development Index Model (2015)","SSP5","Luxembourg","","Human Development Index",0.8552646,0.869073938,0.885027118,0.898642604,0.910213159,0.919548627,0.927767794,0.934046729,0.931377581,0.926981073,0.923702201,0.921722747,0.920110143,0.918103515
"Human Development Index Model (2015)","SSP5","Madagascar","","Human Development Index",0.388992101,0.407089636,0.44018118,0.472540451,0.503344252,0.532360791,0.559903586,0.585556111,0.604976231,0.62192523,0.638215403,0.653887952,0.668674761,0.681781585
"Human Development Index Model (2015)","SSP5","Malawi","","Human Development Index",0.381954887,0.412356198,0.455132027,0.493427372,0.530757921,0.566044545,0.59882472,0.628233645,0.64851558,0.664844442,0.680784021,0.696049971,0.709908021,0.721632749
"Human Development Index Model (2015)","SSP5","Malaysia","","Human Development Index",0.746136271,0.761116375,0.777759994,0.794744688,0.811568422,0.826340441,0.839663541,0.849879134,0.850914784,0.849438035,0.849117119,0.850211361,0.852126369,0.853827424
"Human Development Index Model (2015)","SSP5","Maldives","","Human Development Index",0.62564711,0.653330925,0.679797908,0.702284701,0.723099322,0.742409535,0.760952789,0.777989116,0.786926973,0.79428979,0.802040221,0.810112776,0.816591632,0.821381127
"Human Development Index Model (2015)","SSP5","Mali","","Human Development Index",0.283011912,0.327408654,0.373566083,0.419068768,0.462268738,0.502504847,0.539907158,0.573167111,0.595287834,0.612847541,0.629393972,0.6458088,0.661417701,0.675366359
"Human Development Index Model (2015)","SSP5","Malta","","Human Development Index",0.790781581,0.806287639,0.826043489,0.845287617,0.861920043,0.87529993,0.887076721,0.895922937,0.895849872,0.893622587,0.892447084,0.89227267,0.89242232,0.892279922
"Human Development Index Model (2015)","SSP5","Mauritius","","Human Development Index",0.661596027,0.679698149,0.696427761,0.711066723,0.725696377,0.740031267,0.755311069,0.770052673,0.778342675,0.784917585,0.791760826,0.798525039,0.806386149,0.814206646
"Human Development Index Model (2015)","SSP5","Mexico","","Human Development Index",0.712363924,0.726631055,0.745069609,0.764455605,0.781719277,0.79687887,0.810984065,0.822366466,0.825176973,0.826033711,0.827957669,0.830934895,0.834159289,0.836945724
"Human Development Index Model (2015)","SSP5","Moldova","","Human Development Index",0.61889125,0.651560555,0.704111258,0.748770723,0.777046776,0.793769748,0.804745249,0.811432672,0.809667363,0.806739861,0.805485631,0.805847482,0.807117199,0.808353332
"Human Development Index Model (2015)","SSP5","Mongolia","","Human Development Index",0.610172553,0.626728885,0.647405399,0.667152948,0.685812475,0.702180778,0.717265505,0.730467659,0.736009623,0.739237528,0.742601273,0.74608255,0.749264005,0.751559282
